monthly_negative_reviews,monthly_positive_reviews,monthly_not_recommended,monthly_avg_helpful,monthly_avg_length_words,monthly_negative_rate,monthly_positive_rate,monthly_not_recommended_rate,prev_month_avg_rating,prev_month_negative_rate,rolling_3m_avg_rating,total_reviews,avg_rating,min_rating,max_rating,negative_reviews,neutral_reviews,positive_reviews,not_recommended_count,avg_helpful_votes,total_helpful_votes,avg_review_length_words,negative_review_rate,positive_review_rate,not_recommended_rate,review_period_days,review_frequency,monthly_reviews,name,year_month,brand_x,primaryCategories_x,year_month_date,first_review_date,last_review_date,brand_y,primaryCategories_y,year_month_date_is_null,prev_month_avg_rating_is_null,prev_month_negative_rate_is_null,first_review_date_is_null,last_review_date_is_null,review_period_days_is_null,review_frequency_is_null,sales_drop_risk
0.0,-0.20253164556962025,0.0,66.0,3.4858974358974355,0.0,0.3884634868677419,0.0,0.0,0.0,1.7838797927789571,-0.16184351554126475,0.017798931798633774,0.0,0.0,-0.1,-0.18181818181818182,-0.15795586527293845,-0.14285714285714285,0.2333712910000726,-0.4268292682926829,-0.5176306446426749,-0.34317388710913843,0.4906541636461408,-0.03439649781113204,-0.3068432671081678,-0.08783884345570095,1,"All-New Fire 7 Tablet with Alexa, 7"" Display, 8 GB - Marine Blue",2017-06,Amazon,Electronics,2017-06-01,2017-06-22 00:00:00+00:00,2018-04-26 00:00:00+00:00,Amazon,Electronics,0,1,1,0,0,0,0,0
0.0,-0.10126582278481013,0.0,0.30000000000000004,0.5833333333333334,0.0,0.3884634868677419,0.0,1.4467084639498426,0.0,0.9519639029030795,-0.16184351554126475,0.017798931798633774,0.0,0.0,-0.1,-0.18181818181818182,-0.15795586527293845,-0.14285714285714285,0.2333712910000726,-0.4268292682926829,-0.5176306446426749,-0.34317388710913843,0.4906541636461408,-0.03439649781113204,-0.3068432671081678,-0.08783884345570095,5,"All-New Fire 7 Tablet with Alexa, 7"" Display, 8 GB - Marine Blue",2017-07,Amazon,Electronics,2017-07-01,2017-06-22 00:00:00+00:00,2018-04-26 00:00:00+00:00,Amazon,Electronics,0,0,0,0,0,0,0,0
0.0,-0.02531645569620253,1.0,0.3333333333333333,-0.28048433048433036,0.0,-0.6888752500454637,2.222222222222222,0.048223615464993305,0.0,0.1508597126522368,-0.16184351554126475,0.017798931798633774,0.0,0.0,-0.1,-0.18181818181818182,-0.15795586527293845,-0.14285714285714285,0.2333712910000726,-0.4268292682926829,-0.5176306446426749,-0.34317388710913843,0.4906541636461408,-0.03439649781113204,-0.3068432671081678,-0.08783884345570095,9,"All-New Fire 7 Tablet with Alexa, 7"" Display, 8 GB - Marine Blue",2017-08,Amazon,Electronics,2017-08-01,2017-06-22 00:00:00+00:00,2018-04-26 00:00:00+00:00,Amazon,Electronics,0,0,0,0,0,0,0,0
0.0,-0.1518987341772152,0.0,0.0,-0.6337606837606836,0.0,0.3884634868677419,0.0,-1.2725676303262505,0.0,-0.31131578172325236,-0.16184351554126475,0.017798931798633774,0.0,0.0,-0.1,-0.18181818181818182,-0.15795586527293845,-0.14285714285714285,0.2333712910000726,-0.4268292682926829,-0.5176306446426749,-0.34317388710913843,0.4906541636461408,-0.03439649781113204,-0.3068432671081678,-0.08783884345570095,3,"All-New Fire 7 Tablet with Alexa, 7"" Display, 8 GB - Marine Blue",2017-09,Amazon,Electronics,2017-09-01,2017-06-22 00:00:00+00:00,2018-04-26 00:00:00+00:00,Amazon,Electronics,0,0,0,0,0,0,0,0
0.0,-0.20253164556962025,0.0,0.0,-0.46282051282051273,0.0,0.3884634868677419,0.0,0.2813044235458036,0.0,0.2432948115273339,-0.16184351554126475,0.017798931798633774,0.0,0.0,-0.1,-0.18181818181818182,-0.15795586527293845,-0.14285714285714285,0.2333712910000726,-0.4268292682926829,-0.5176306446426749,-0.34317388710913843,0.4906541636461408,-0.03439649781113204,-0.3068432671081678,-0.08783884345570095,1,"All-New Fire 7 Tablet with Alexa, 7"" Display, 8 GB - Marine Blue",2017-10,Amazon,Electronics,2017-10-01,2017-06-22 00:00:00+00:00,2018-04-26 00:00:00+00:00,Amazon,Electronics,0,0,0,0,0,0,0,0
2.0,0.759493670886076,2.0,0.0,-0.6116635397123201,1.1442980739967827,-0.08451449519171439,0.975609756097561,1.4467084639498426,0.0,0.8144385118937901,-0.16184351554126475,0.017798931798633774,0.0,0.0,-0.1,-0.18181818181818182,-0.15795586527293845,-0.14285714285714285,0.2333712910000726,-0.4268292682926829,-0.5176306446426749,-0.34317388710913843,0.4906541636461408,-0.03439649781113204,-0.3068432671081678,-0.08783884345570095,41,"All-New Fire 7 Tablet with Alexa, 7"" Display, 8 GB - Marine Blue",2017-12,Amazon,Electronics,2017-12-01,2017-06-22 00:00:00+00:00,2018-04-26 00:00:00+00:00,Amazon,Electronics,0,0,0,0,0,0,0,0
0.0,0.05063291139240506,0.0,0.0,-0.584032634032634,0.0,0.3884634868677419,0.0,0.16760646838443166,1.2112161937945911,0.6463746957572483,-0.16184351554126475,0.017798931798633774,0.0,0.0,-0.1,-0.18181818181818182,-0.15795586527293845,-0.14285714285714285,0.2333712910000726,-0.4268292682926829,-0.5176306446426749,-0.34317388710913843,0.4906541636461408,-0.03439649781113204,-0.3068432671081678,-0.08783884345570095,11,"All-New Fire 7 Tablet with Alexa, 7"" Display, 8 GB - Marine Blue",2018-01,Amazon,Electronics,2018-01-01,2017-06-22 00:00:00+00:00,2018-04-26 00:00:00+00:00,Amazon,Electronics,0,0,0,0,0,0,0,0
0.0,-0.10126582278481013,0.0,0.0,-0.38076923076923064,0.0,0.3884634868677419,0.0,-0.14247886387384695,0.0,0.369069399131957,-0.16184351554126475,0.017798931798633774,0.0,0.0,-0.1,-0.18181818181818182,-0.15795586527293845,-0.14285714285714285,0.2333712910000726,-0.4268292682926829,-0.5176306446426749,-0.34317388710913843,0.4906541636461408,-0.03439649781113204,-0.3068432671081678,-0.08783884345570095,5,"All-New Fire 7 Tablet with Alexa, 7"" Display, 8 GB - Marine Blue",2018-02,Amazon,Electronics,2018-02-01,2017-06-22 00:00:00+00:00,2018-04-26 00:00:00+00:00,Amazon,Electronics,0,0,0,0,0,0,0,0
0.0,-0.1518987341772152,0.0,0.0,-0.12948717948717942,0.0,-2.0355486711869695,0.0,0.747466039707418,0.0,-0.16355967670320756,-0.16184351554126475,0.017798931798633774,0.0,0.0,-0.1,-0.18181818181818182,-0.15795586527293845,-0.14285714285714285,0.2333712910000726,-0.4268292682926829,-0.5176306446426749,-0.34317388710913843,0.4906541636461408,-0.03439649781113204,-0.3068432671081678,-0.08783884345570095,4,"All-New Fire 7 Tablet with Alexa, 7"" Display, 8 GB - Marine Blue",2018-03,Amazon,Electronics,2018-03-01,2017-06-22 00:00:00+00:00,2018-04-26 00:00:00+00:00,Amazon,Electronics,0,0,0,0,0,0,0,0
0.0,-0.17721518987341772,0.0,0.0,-0.9756410256410256,0.0,0.3884634868677419,0.0,-1.1754506269592475,0.0,0.46667963380881977,-0.16184351554126475,0.017798931798633774,0.0,0.0,-0.1,-0.18181818181818182,-0.15795586527293845,-0.14285714285714285,0.2333712910000726,-0.4268292682926829,-0.5176306446426749,-0.34317388710913843,0.4906541636461408,-0.03439649781113204,-0.3068432671081678,-0.08783884345570095,2,"All-New Fire 7 Tablet with Alexa, 7"" Display, 8 GB - Marine Blue",2018-04,Amazon,Electronics,2018-04-01,2017-06-22 00:00:00+00:00,2018-04-26 00:00:00+00:00,Amazon,Electronics,0,0,0,0,0,0,0,1
